Institution,City,State,AdmissionRate,Undergraduates,CarnegieClassification,Ownership,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
University of the Ozarks,Clarksville,AR,0.5537,775.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0645,0.0,0.0,0.0581,0.0,0.0,0.0,0.0774,0.0,0.0,0.0,0.0,0.0,0.0129,0.0323,0.0,0.1161,0.0065,0.0,0.0,0.0,0.0065,0.0,0.0129,0.0,0.0774,0.0,0.0,0.0581,0.0,0.0,0.0,0.0,0.0645,0.129,0.271,0.0129
University of Arkansas Community College-Morrilton,Morrilton,AR,1.0,1586.0,Associate's Colleges: High Transfer-High Traditional,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0724,0.0,0.0141,0.0,0.0564,0.0,0.0273,0.0,0.0,0.4337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0997,0.0452,0.0,0.0,0.2154,0.0357,0.0
Williams Baptist University,Walnut Ridge,AR,0.641,593.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0337,0.1573,0.0,0.0674,0.0,0.0,0.0,0.0562,0.0,0.0562,0.0,0.0,0.1573,0.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2022,0.0112
Southern Arkansas University Main Campus,Magnolia,AR,0.626,2795.0,Master's Colleges & Universities: Larger Programs,Public,0.0454,0.0,0.0,0.0,0.0089,0.0,0.0199,0.0,0.0952,0.0188,0.0,0.0,0.0,0.0,0.0078,0.3544,0.0,0.0299,0.0055,0.0,0.0,0.0266,0.0,0.0,0.0399,0.0,0.0321,0.031,0.021,0.0044,0.0,0.0,0.0,0.0,0.0321,0.0576,0.1606,0.0089
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,0.9027,217.0,Not applicable,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Art Center College of Design,Pasadena,CA,0.7556,2026.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0383,0.0,0.0,0.0827,0.0282,0.0,0.0,0.0,0.2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6371,0.0,0.0,0.0
Azusa Pacific University,Azusa,CA,0.941,3937.0,Doctoral Universities: High Research Activity,Private nonprofit,0.0,0.0,0.0,0.0033,0.0333,0.0,0.0167,0.0,0.0033,0.0047,0.0,0.0013,0.0,0.0,0.018,0.0673,0.0,0.0207,0.0113,0.0,0.0087,0.0486,0.0013,0.0147,0.0073,0.0,0.1113,0.0326,0.0227,0.0326,0.0,0.0,0.0,0.0,0.068,0.3551,0.1099,0.0073
Biola University,La Mirada,CA,0.6077,3592.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0012,0.0,0.0,0.091,0.0,0.0221,0.0,0.0529,0.0123,0.0,0.0025,0.0,0.0,0.0344,0.0,0.0,0.059,0.0111,0.0,0.0283,0.0209,0.0049,0.0738,0.0049,0.0,0.107,0.0,0.0,0.0615,0.0,0.0,0.0,0.0,0.1341,0.0923,0.1734,0.0123
California Baptist University,Riverside,CA,0.6373,8234.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0045,0.0091,0.0,0.0459,0.0,0.0268,0.0,0.0464,0.0777,0.0,0.0015,0.0,0.0,0.0187,0.0409,0.0,0.0495,0.0066,0.0,0.0177,0.0762,0.0141,0.0131,0.005,0.0,0.0883,0.0268,0.0131,0.0318,0.0,0.0,0.0,0.0116,0.052,0.1636,0.1514,0.0076
California College of the Arts,San Francisco,CA,0.7763,1239.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private nonprofit,0.0,0.0,0.0824,0.0,0.0,0.1864,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251,0.0,0.0,0.0,0.0,0.0,0.0717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.5305,0.0,0.0,0.0
California Institute of Technology,Pasadena,CA,0.0392,987.0,Doctoral Universities: Very High Research Activity,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.3921,0.0,0.0,0.2863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441,0.0969,0.0,0.0,0.0,0.0,0.0,0.1762,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Lutheran University,Thousand Oaks,CA,0.8194,2588.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0085,0.0,0.0,0.1233,0.0,0.0556,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0121,0.0363,0.0,0.0786,0.0085,0.0,0.023,0.0653,0.0073,0.0,0.0133,0.0,0.1318,0.0,0.0,0.1221,0.0,0.0,0.0,0.0,0.0435,0.0,0.2527,0.0121
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,0.33,21090.0,Master's Colleges & Universities: Larger Programs,Public,0.1084,0.0255,0.0441,0.0019,0.0353,0.0175,0.0326,0.0,0.013,0.2314,0.011,0.0019,0.0,0.0,0.0147,0.0229,0.0,0.0495,0.0173,0.0,0.0223,0.0419,0.0073,0.0,0.0205,0.0,0.0288,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.013,0.006,0.1637,0.011
Alliant International University-San Diego,San Diego,CA,1.0,227.0,Doctoral/Professional Universities,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516,0.0
California State University-Bakersfield,Bakersfield,CA,0.8521,8870.0,Master's Colleges & Universities: Larger Programs,Public,0.0076,0.0052,0.0,0.0,0.0437,0.0,0.0244,0.0,0.0561,0.028,0.0,0.016,0.0,0.0,0.0256,0.1438,0.0,0.0629,0.0156,0.0,0.0068,0.0517,0.0036,0.0,0.0052,0.0,0.1105,0.0741,0.0044,0.0789,0.0,0.0,0.0,0.0,0.0184,0.0421,0.1562,0.0192
California State University-Stanislaus,Turlock,CA,0.9476,9161.0,Master's Colleges & Universities: Larger Programs,Public,0.0141,0.0,0.0,0.004,0.0294,0.0,0.031,0.0,0.0294,0.0,0.0,0.0093,0.0,0.0,0.031,0.0911,0.0,0.0472,0.0137,0.0,0.0012,0.0431,0.0036,0.0,0.0109,0.0,0.1576,0.0762,0.0,0.1149,0.0,0.0,0.0,0.0,0.0234,0.0758,0.1745,0.0185
California State University-San Bernardino,San Bernardino,CA,0.9097,16595.0,Doctoral Universities: High Research Activity,Public,0.0,0.0048,0.0,0.0,0.038,0.0,0.0568,0.0,0.0023,0.0093,0.0,0.0113,0.0249,0.0,0.0234,0.0563,0.0,0.0314,0.0184,0.0,0.0116,0.0508,0.0025,0.0,0.0148,0.0,0.1408,0.0654,0.0128,0.096,0.0,0.0,0.0,0.0,0.0324,0.0797,0.1988,0.0176
California State Polytechnic University-Pomona,Pomona,CA,0.6062,26802.0,Master's Colleges & Universities: Larger Programs,Public,0.0384,0.0,0.0324,0.0043,0.0306,0.0,0.0415,0.0,0.0209,0.1548,0.0191,0.004,0.0112,0.0,0.0144,0.0247,0.0,0.0512,0.0183,0.0,0.0151,0.0304,0.0037,0.0,0.0178,0.0,0.0559,0.0,0.0,0.0785,0.0,0.0,0.0,0.0,0.0295,0.0,0.2937,0.0094
California State University-Chico,Chico,CA,0.8547,14343.0,Master's Colleges & Universities: Larger Programs,Public,0.0563,0.0092,0.0,0.0029,0.0352,0.0,0.041,0.0,0.017,0.0546,0.0342,0.0032,0.0,0.0,0.0167,0.0565,0.0,0.0257,0.0063,0.0,0.0155,0.0703,0.0051,0.0,0.0068,0.0,0.0781,0.0371,0.0216,0.1006,0.0,0.0,0.0,0.0,0.0635,0.0708,0.1564,0.0155
California State University-Dominguez Hills,Carson,CA,0.8959,15214.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.004,0.0531,0.0005,0.035,0.0,0.0601,0.0,0.0008,0.0053,0.0,0.0,0.0158,0.0443,0.0,0.0331,0.0101,0.0,0.0056,0.0435,0.0013,0.0,0.0059,0.0,0.1327,0.0785,0.0454,0.0951,0.0,0.0,0.0,0.0,0.0278,0.1148,0.1749,0.0123
California State University-Fresno,Fresno,CA,0.9728,21826.0,Doctoral Universities: High Research Activity,Public,0.0669,0.002,0.001,0.003,0.0342,0.0,0.0084,0.0,0.0283,0.0376,0.0169,0.0117,0.0026,0.0,0.0155,0.1061,0.0,0.0314,0.0068,0.0,0.0121,0.0605,0.003,0.0,0.0107,0.0,0.0981,0.0,0.0259,0.128,0.0,0.0,0.0,0.0,0.0287,0.0822,0.1622,0.0161
California State University-Fullerton,Fullerton,CA,0.5943,35502.0,Doctoral Universities: High Research Activity,Public,0.0,0.0,0.0,0.0053,0.0945,0.0,0.0315,0.0,0.0523,0.0423,0.0,0.0068,0.0,0.0,0.0158,0.0163,0.0,0.0232,0.0087,0.0,0.0,0.0558,0.0037,0.0,0.0079,0.0,0.0796,0.0359,0.033,0.064,0.0,0.0,0.0,0.0,0.06,0.1013,0.2502,0.012
California State University-East Bay,Hayward,CA,0.8236,12047.0,Doctoral Universities: High Research Activity,Public,0.0,0.0053,0.0,0.0055,0.0354,0.0,0.048,0.0,0.0,0.0084,0.0,0.0034,0.0701,0.0,0.0149,0.0287,0.0,0.0313,0.0108,0.0,0.0031,0.0561,0.0017,0.0,0.0043,0.0,0.1034,0.0576,0.0,0.0851,0.0,0.0,0.0,0.0,0.0354,0.148,0.2349,0.0084
California State University-Long Beach,Long Beach,CA,0.4685,33765.0,Doctoral Universities: High Research Activity,Public,0.0,0.0061,0.0,0.0144,0.0603,0.0,0.0248,0.0,0.0,0.0777,0.0073,0.012,0.0626,0.0,0.0257,0.0329,0.0,0.0424,0.0116,0.0,0.0127,0.042,0.0072,0.0,0.0101,0.0,0.0565,0.0338,0.0073,0.0776,0.0,0.0,0.0,0.0,0.1038,0.0761,0.1775,0.0179
California State University-Los Angeles,Los Angeles,CA,0.9054,23506.0,Master's Colleges & Universities: Larger Programs,Public,0.0014,0.0,0.0,0.0054,0.0596,0.0018,0.0461,0.0,0.0708,0.0601,0.0054,0.0075,0.0,0.0,0.0138,0.0244,0.0,0.0391,0.0074,0.0,0.0242,0.0589,0.0011,0.0,0.0077,0.0,0.0617,0.0634,0.0347,0.093,0.0,0.0,0.0,0.0,0.0417,0.1081,0.1514,0.0116
California State University-Northridge,Northridge,CA,0.881,34436.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0168,0.0984,0.0,0.0388,0.0,0.0418,0.0482,0.0027,0.0048,0.0193,0.0,0.0176,0.0339,0.0,0.0351,0.0066,0.0,0.0002,0.049,0.0026,0.0,0.0064,0.0,0.0914,0.0352,0.0047,0.0973,0.0,0.0,0.0,0.0,0.0501,0.0907,0.1986,0.0097
California State University-Sacramento,Sacramento,CA,0.9368,29370.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0076,0.0035,0.0127,0.0703,0.0,0.0347,0.0,0.0661,0.0701,0.0073,0.0063,0.0139,0.0,0.0198,0.0255,0.0,0.0385,0.0084,0.0,0.0321,0.0528,0.004,0.0,0.0087,0.0,0.0784,0.0643,0.0277,0.099,0.0,0.0,0.0,0.0,0.0339,0.0741,0.1242,0.016
University of California-Berkeley,Berkeley,CA,0.1444,31811.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0488,0.0177,0.0195,0.0262,0.0,0.1213,0.0,0.0,0.1227,0.0,0.0157,0.0,0.0183,0.0296,0.0,0.0,0.1101,0.0427,0.0,0.0593,0.0,0.0099,0.0,0.0328,0.0,0.0272,0.0,0.0083,0.1913,0.0,0.0,0.0,0.0,0.0223,0.0223,0.042,0.0121
University of California-Davis,Davis,CA,0.4875,31637.0,Doctoral Universities: Very High Research Activity,Public,0.0583,0.0394,0.0055,0.016,0.0274,0.0,0.0366,0.0,0.0012,0.096,0.0,0.0168,0.038,0.0,0.0197,0.0,0.0,0.1802,0.0364,0.0,0.0374,0.0,0.0058,0.0,0.0177,0.0,0.0868,0.0,0.0,0.1448,0.0,0.0,0.0,0.0,0.04,0.0144,0.0717,0.0098
University of California-Irvine,Irvine,CA,0.2882,29438.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0044,0.0,0.0087,0.0027,0.0,0.1048,0.0,0.0384,0.1084,0.0,0.0061,0.0,0.0,0.0139,0.0,0.0,0.0944,0.0305,0.0,0.0358,0.0,0.0053,0.0,0.0266,0.0,0.1099,0.0,0.0,0.1656,0.0,0.0,0.0,0.0,0.0482,0.0686,0.1194,0.0081
University of California-Los Angeles,Los Angeles,CA,0.1077,32122.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0103,0.002,0.032,0.0168,0.0,0.036,0.0,0.0011,0.075,0.0,0.0227,0.0,0.0,0.0329,0.0003,0.0,0.1677,0.0696,0.0,0.0492,0.0,0.0163,0.0,0.0206,0.0,0.109,0.0,0.0064,0.2556,0.0,0.0,0.0,0.0,0.0399,0.005,0.0011,0.0304
University of California-Riverside,Riverside,CA,0.6538,22817.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0065,0.0,0.008,0.0,0.0,0.0357,0.0,0.0196,0.074,0.0,0.0166,0.0,0.0,0.0387,0.0209,0.0,0.1694,0.0349,0.0,0.0131,0.0,0.0116,0.0,0.0238,0.0,0.0967,0.0,0.0161,0.2053,0.0,0.0,0.0,0.0,0.0465,0.0,0.1434,0.0191
University of California-San Diego,La Jolla,CA,0.342,33339.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0097,0.0044,0.0029,0.0281,0.0,0.0872,0.0,0.005,0.1245,0.0,0.0071,0.0093,0.0,0.0095,0.0009,0.0,0.1837,0.043,0.0,0.1703,0.0,0.0044,0.0,0.0473,0.0,0.0605,0.0,0.0,0.1257,0.0,0.0,0.0,0.0,0.0234,0.0332,0.0132,0.0067
University of California-Santa Barbara,Santa Barbara,CA,0.2918,23081.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0548,0.0,0.0163,0.0652,0.0,0.0262,0.0,0.0,0.0374,0.0,0.0288,0.0,0.0006,0.0246,0.0,0.0,0.1042,0.0849,0.0,0.0419,0.0,0.0228,0.0,0.0439,0.0,0.0865,0.0,0.0,0.2804,0.0,0.0,0.0,0.0,0.052,0.0,0.0089,0.0208
University of California-Santa Cruz,Santa Cruz,CA,0.5864,17864.0,Doctoral Universities: Very High Research Activity,Public,0.0038,0.0383,0.0,0.0293,0.0,0.0,0.1594,0.0,0.0062,0.0343,0.0,0.0409,0.0,0.0263,0.0,0.0,0.0,0.1609,0.0215,0.0,0.0281,0.0,0.01,0.0,0.0542,0.0,0.0872,0.0,0.0068,0.1256,0.0,0.0,0.0,0.0,0.0872,0.0,0.058,0.0221
California Christian College,Fresno,CA,1.0,14.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Institute of the Arts,Valencia,CA,0.2898,959.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.2033,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7912,0.0,0.0,0.0
California State University Maritime Academy,Vallejo,CA,0.8209,880.0,Baccalaureate Colleges: Diverse Fields,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377,0.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2174,0.0,0.0,0.3188,0.0
Casa Loma College-Los Angeles,Sherman Oaks,CA,1.0,246.0,Special Focus Two-Year: Health Professions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chapman University,Orange,CA,0.6037,7469.0,Doctoral Universities: High Research Activity,Private nonprofit,0.0,0.0081,0.0,0.0005,0.0988,0.0124,0.0351,0.0,0.034,0.0038,0.0,0.0092,0.0,0.0,0.0286,0.0005,0.0,0.0529,0.0189,0.0,0.0081,0.0,0.007,0.0,0.0065,0.0,0.055,0.0,0.0049,0.0443,0.0,0.0,0.0,0.0,0.1511,0.055,0.3567,0.0086
Charles R Drew University of Medicine and Science,Los Angeles,CA,0.6329,255.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717,0.0,0.0
Concordia University-Irvine,Irvine,CA,0.8138,1580.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0636,0.0,0.0445,0.0191,0.0,0.0508,0.0699,0.0,0.0212,0.0148,0.0,0.0847,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0614,0.3136,0.161,0.0275
San Diego Christian College,Spring Valley,CA,0.527,438.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0917,0.0,0.0,0.0,0.1333,0.0,0.0,0.0,0.0417,0.0,0.0,0.0333,0.0,0.025,0.0,0.0,0.025,0.0917,0.0,0.1083,0.0,0.0,0.1083,0.0083,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.2583,0.0
Claremont McKenna College,Claremont,CA,0.1124,1414.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.026,0.0,0.0032,0.0227,0.0,0.0552,0.0,0.0,0.0195,0.0,0.0,0.0,0.0,0.0227,0.0,0.0,0.0779,0.039,0.0,0.1234,0.0,0.0227,0.0,0.0325,0.0,0.0519,0.0,0.0065,0.4253,0.0,0.0,0.0,0.0,0.0065,0.0,0.0455,0.0195
University of Silicon Valley,San Jose,CA,0.5065,420.0,Baccalaureate Colleges: Diverse Fields,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.419,0.2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143,0.0,0.019,0.0
Design Institute of San Diego,San Diego,CA,1.0,119.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Dominican University of California,San Rafael,CA,0.9293,1243.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0213,0.0,0.1337,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0122,0.0304,0.0,0.076,0.0,0.0,0.003,0.0,0.0,0.0,0.0243,0.0,0.0729,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0426,0.462,0.1064,0.003
FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,0.3597,1724.0,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3678,0.0,0.5701,0.0
Fresno Pacific University,Fresno,CA,0.7786,2668.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0017,0.0,0.0034,0.0077,0.0,0.0,0.0,0.0655,0.0,0.0179,0.0017,0.1421,0.0026,0.0,0.2238,0.0,0.0111,0.0034,0.0,0.0,0.0051,0.0026,0.0077,0.0017,0.0,0.0221,0.0179,0.1787,0.0162,0.0,0.0,0.0,0.0,0.006,0.0579,0.1974,0.006
Harvey Mudd College,Claremont,CA,0.0999,905.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.2553,0.0,0.0,0.3085,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0691,0.0798,0.0,0.2021,0.0,0.0,0.0,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holy Names University,Oakland,CA,0.9531,592.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0207,0.1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0483,0.0,0.0345,0.0,0.0,0.0,0.1517,0.0207,0.0,0.0,0.0,0.2,0.0,0.0,0.1448,0.0,0.0,0.0,0.0,0.0897,0.0,0.1586,0.0138
California State Polytechnic University-Humboldt,Arcata,CA,0.9146,5336.0,Master's Colleges & Universities: Larger Programs,Public,0.0071,0.1763,0.0,0.0071,0.0338,0.0,0.019,0.0,0.0006,0.0231,0.0,0.0059,0.0012,0.0,0.0231,0.0392,0.0,0.1145,0.0089,0.0,0.0344,0.0706,0.0089,0.0,0.0309,0.0,0.0938,0.0,0.0374,0.0997,0.0,0.0,0.0,0.0,0.0671,0.0,0.0807,0.0166
Life Pacific University,San Dimas,CA,0.9397,419.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.2692,0.0,0.0,0.4135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1635,0.0
University of La Verne,La Verne,CA,0.7194,3686.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0008,0.0,0.0,0.0441,0.0,0.0313,0.0,0.0625,0.0,0.0,0.0024,0.0296,0.0136,0.0136,0.1202,0.0,0.0457,0.0016,0.0,0.0016,0.0,0.0008,0.0,0.0136,0.0,0.0994,0.0,0.0216,0.1026,0.0,0.0,0.0,0.0,0.0136,0.0024,0.3718,0.0072
Laguna College of Art and Design,Laguna Beach,CA,0.833,735.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8239,0.0,0.0,0.0
Latin American Bible Institute,La Puente,CA,0.3623,49.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Sierra University,Riverside,CA,0.6607,1270.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0066,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0498,0.0,0.1163,0.0033,0.0,0.0066,0.093,0.01,0.0,0.0033,0.0,0.0532,0.1993,0.0864,0.0332,0.0,0.0,0.0,0.0,0.0565,0.0797,0.1761,0.01
The Master's University and Seminary,Santa Clarita,CA,0.6698,1338.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0847,0.0,0.0202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.0927,0.0,0.0766,0.0081,0.0,0.0,0.0847,0.0202,0.2661,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0605,0.0,0.2419,0.0081
Loyola Marymount University,Los Angeles,CA,0.4582,6999.0,Doctoral Universities: High Research Activity,Private nonprofit,0.0,0.0056,0.0,0.0051,0.0919,0.0214,0.0248,0.0,0.0,0.0468,0.0,0.0056,0.0,0.0,0.0406,0.0085,0.0,0.0389,0.0085,0.0,0.0276,0.0,0.0062,0.0107,0.0118,0.0,0.0778,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.1342,0.0,0.2583,0.0096
MTI College,Sacramento,CA,0.9581,550.0,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0705,0.2794,0.0,0.0,0.0,0.0,0.0,0.0888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5117,0.0496,0.0
Menlo College,Atherton,CA,0.6978,743.0,Special Focus Four-Year: Business & Management Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8908,0.0
Mills College at Northeastern University,Oakland,CA,0.7981,438.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0173,0.0,0.0405,0.0116,0.0,0.0116,0.0,0.0116,0.0,0.0,0.0058,0.0578,0.0,0.0751,0.0116,0.0,0.104,0.0058,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0925,0.0,0.1156,0.1387,0.0,0.0,0.0,0.0,0.1561,0.0347,0.0405,0.0173
