Institution,City,State,Undergraduates,Median Earnings
Berk Trade and Business School,Long Island City,NY,159.0,39146.0
Berkeley College-New York,New York,NY,1688.0,46145.0
Berkowits School of Electrolysis,Forest Hills,NY,135.0,
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,75.0,
Phillips School of Nursing at Mount Sinai Beth Israel,New York,NY,290.0,101034.0
Brittany Beauty Academy,Brooklyn,NY,154.0,23717.0
Boricua College,New York,NY,377.0,34334.0
Brittany Beauty Academy,Levittown,NY,210.0,17926.0
American Beauty School,Bronx,NY,110.0,19963.0
Brooklyn Law School,Brooklyn,NY,,
SUNY Broome Community College,Binghamton,NY,3422.0,37578.0
Bryant & Stratton College-Syracuse North,Liverpool,NY,455.0,30181.0
Bryant & Stratton College-Buffalo,Buffalo,NY,637.0,30181.0
Bryant & Stratton College-Greece,Rochester,NY,329.0,30181.0
Canisius College,Buffalo,NY,1807.0,57447.0
Capri Cosmetology Learning Centers,Nanuet,NY,290.0,26769.0
St Paul's School of Nursing-Queens,Rego Park,NY,813.0,90729.0
Cayuga County Community College,Auburn,NY,1276.0,39337.0
Cazenovia College,Cazenovia,NY,690.0,47211.0
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,577.0,34386.0
Christine Valmy International School for Esthetics Skin Care & Makeup,New York,NY,590.0,
Circle in the Square Theatre School,New York,NY,35.0,20801.0
Clarkson University,Potsdam,NY,2790.0,86334.0
Clinton Community College,Plattsburgh,NY,438.0,38436.0
Cochran School of Nursing,Yonkers,NY,100.0,97142.0
Colgate Rochester Crozer Divinity School,Rochester,NY,,
Colgate University,Hamilton,NY,3152.0,86737.0
Metropolitan College of New York,New York,NY,356.0,41281.0
Columbia University in the City of New York,New York,NY,8832.0,97540.0
Columbia-Greene Community College,Hudson,NY,833.0,39818.0
Empire Beauty School-Queens,Astoria,NY,104.0,23239.0
Continental School of Beauty Culture-Rochester,Rochester,NY,247.0,22250.0
The Cooper Union for the Advancement of Science and Art,New York,NY,869.0,76855.0
Cornell University,Ithaca,NY,15451.0,98321.0
Weill Medical College of Cornell University,New York,NY,,98321.0
SUNY Corning Community College,Corning,NY,1476.0,37097.0
Pomeroy College of Nursing at Crouse Hospital,Syracuse,NY,252.0,62513.0
Culinary Institute of America,Hyde Park,NY,2854.0,45656.0
CUNY Bernard M Baruch College,New York,NY,15483.0,71078.0
CUNY Borough of Manhattan Community College,New York,NY,18255.0,41579.0
CUNY Bronx Community College,Bronx,NY,6602.0,40044.0
CUNY Brooklyn College,Brooklyn,NY,12567.0,57665.0
College of Staten Island CUNY,Staten Island,NY,10392.0,52241.0
CUNY City College,New York,NY,11861.0,58052.0
CUNY Graduate School and University Center,New York,NY,2703.0,62520.0
CUNY Hostos Community College,Bronx,NY,4930.0,40604.0
CUNY Hunter College,New York,NY,17293.0,58822.0
CUNY John Jay College of Criminal Justice,New York,NY,12834.0,54207.0
CUNY Kingsborough Community College,Brooklyn,NY,7748.0,41838.0
CUNY LaGuardia Community College,Long Island City,NY,11737.0,43007.0
CUNY Lehman College,Bronx,NY,11609.0,52882.0
CUNY Medgar Evers College,Brooklyn,NY,3824.0,42968.0
CUNY New York City College of Technology,Brooklyn,NY,13490.0,47242.0
CUNY Queens College,Queens,NY,14859.0,58348.0
CUNY Queensborough Community College,Bayside,NY,9733.0,43346.0
CUNY School of Law,Long Island City,NY,,
CUNY York College,Jamaica,NY,5595.0,52325.0
CVPH Medical Center School of Radiologic Technology,Plattsburgh,NY,14.0,
D'Youville  University,Buffalo,NY,1388.0,61994.0
Daemen University,Amherst,NY,1721.0,56958.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,54.0,
Dominican University New York,Orangeburg,NY,1131.0,60238.0
Dutchess Community College,Poughkeepsie,NY,3988.0,42309.0
Belanger School of Nursing,Schenectady,NY,141.0,69398.0
Elmira College,Elmira,NY,632.0,53558.0
Erie Community College,Buffalo,NY,6368.0,39305.0
Fashion Institute of Technology,New York,NY,7660.0,59652.0
Finger Lakes Community College,Canandaigua,NY,2975.0,37712.0
Five Towns College,Dix Hills,NY,523.0,40763.0
Fordham University,Bronx,NY,9669.0,78820.0
Fulton-Montgomery Community College,Johnstown,NY,995.0,40281.0
Gemological Institute of America-New York,New York,NY,81.0,50371.0
The General Theological Seminary,New York,NY,,
Genesee Community College,Batavia,NY,2192.0,35607.0
Hamilton College,Clinton,NY,2049.0,77214.0
Hartwick College,Oneonta,NY,1159.0,52097.0
Helene Fuld College of Nursing,New York,NY,557.0,100963.0
Herkimer County Community College,Herkimer,NY,1325.0,36749.0
Hilbert College,Hamburg,NY,723.0,44617.0
Hobart William Smith Colleges,Geneva,NY,1639.0,68706.0
Hofstra University,Hempstead,NY,6004.0,68703.0
Houghton University,Houghton,NY,841.0,41253.0
Hudson Valley Community College,Troy,NY,6103.0,43844.0
Hunter Business School,Levittown,NY,1015.0,31308.0
Iona University,New Rochelle,NY,2667.0,70388.0
Isabella Graham Hart School of Practical Nursing,Rochester,NY,213.0,
Island Drafting and Technical Institute,Amityville,NY,52.0,56129.0
Ithaca College,Ithaca,NY,4778.0,62403.0
Jamestown Community College,Jamestown,NY,1702.0,37700.0
Jamestown Business College,Jamestown,NY,287.0,32847.0
Jefferson Community College,Watertown,NY,1664.0,37376.0
Jewish Theological Seminary of America,New York,NY,144.0,
The Juilliard School,New York,NY,487.0,33606.0
Kehilath Yakov Rabbinical Seminary,Ossining,NY,175.0,25314.0
Keuka College,Keuka Park,NY,1118.0,51533.0
LIM College,New York,NY,1203.0,57369.0
Le Moyne College,Syracuse,NY,2604.0,60174.0
Long Island University,Brookville,NY,5909.0,54935.0
Long Island Beauty School-Hempstead,Hempstead,NY,136.0,19542.0
Long Island Business Institute,Flushing,NY,939.0,23806.0
Machzikei Hadath Rabbinical College,Brooklyn,NY,172.0,
Mandl School-The College of Allied Health,New York,NY,457.0,38341.0
Manhattan College,Riverdale,NY,3166.0,89589.0
Manhattan School of Music,New York,NY,489.0,24590.0
Manhattanville College,Purchase,NY,1326.0,54461.0
Maria College of Albany,Albany,NY,715.0,46212.0
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,NY,20.0,
Marist College,Poughkeepsie,NY,5097.0,74865.0
Marymount Manhattan College,New York,NY,1713.0,48320.0
Medaille University,Buffalo,NY,1276.0,46151.0
St. Peter's Hospital College of Nursing,Albany,NY,130.0,75778.0
Memorial Hospital School of Radiation Therapy Technology,New York,NY,18.0,
Mercy College,Dobbs Ferry,NY,5860.0,49429.0
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,369.0,
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,46.0,
Mesivtha Tifereth Jerusalem of America,New York,NY,44.0,
Midway Paris Beauty School,Ridgewood,NY,92.0,20710.0
Mildred Elley School-Albany Campus,Albany,NY,476.0,27754.0
Mirrer Yeshiva Cent Institute,Brooklyn,NY,125.0,52289.0
Modern Welding School,Schenectady,NY,90.0,
Mohawk Valley Community College,Utica,NY,2856.0,37356.0
Molloy College,Rockville Centre,NY,3248.0,72153.0
Monroe College,Bronx,NY,5976.0,40005.0
Monroe Community College,Rochester,NY,8002.0,37936.0
Mount Saint Mary College,Newburgh,NY,1560.0,62765.0
Montefiore School of Nursing,Mount Vernon,NY,116.0,
College of Mount Saint Vincent,Bronx,NY,2253.0,56282.0
Icahn School of Medicine at Mount Sinai,New York,NY,,
Nassau Community College,Garden City,NY,11075.0,47177.0
Nazareth College,Rochester,NY,2050.0,52178.0
Neighborhood Playhouse School of the Theater,New York City,NY,81.0,
The New School,New York,NY,7373.0,55333.0
The New School Center for Media,New York,NY,14.0,36968.0
Northeast College of Health Sciences,Seneca Falls,NY,,
New York Law School,New York,NY,,
New York Medical College,Valhalla,NY,,
New York School for Medical and Dental Assistants,Long Island City,NY,298.0,37623.0
New York Theological Seminary,New York,NY,,
New York University,New York,NY,28556.0,79812.0
Niagara County Community College,Sanborn,NY,2999.0,39728.0
Niagara University,Niagara University,NY,2764.0,55429.0
Empire Beauty School-Peekskill,Peekskill,NY,47.0,
North Country Community College,Saranac Lake,NY,764.0,41448.0
New York College of Podiatric Medicine,New York,NY,,
New York Institute of Technology,Old Westbury,NY,3345.0,63609.0
New York School of Interior Design,New York,NY,444.0,54614.0
Alliance University,New York,NY,975.0,44503.0
Ohr Hameir Theological Seminary,Peekskill,NY,85.0,
Onondaga Community College,Syracuse,NY,4226.0,39030.0
Orange County Community College,Middletown,NY,3702.0,44992.0
Otsego Area BOCES-Practical Nursing Program,Oneonta,NY,32.0,
Pace University,New York,NY,7820.0,69137.0
Paul Smiths College of Arts and Science,Paul Smiths,NY,707.0,43728.0
Continental School of Beauty Culture-West Seneca,West Seneca,NY,55.0,20154.0
Plaza College,Forest Hills,NY,873.0,27543.0
Davis College,Pottersville,NY,95.0,33937.0
Pratt Institute-Main,Brooklyn,NY,3869.0,52718.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,167.0,
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,407.0,35014.0
Rabbinical College Beth Shraga,Monsey,NY,51.0,
Rabbinical Seminary Mkor Chaim,Lakewood,NJ,49.0,
Rabbinical College of Long Island,Long Beach,NY,157.0,
Rabbinical Seminary of America,Flushing,NY,415.0,
Rensselaer Polytechnic Institute,Troy,NY,5579.0,100141.0
Roberts Wesleyan University,Rochester,NY,1085.0,47191.0
Rochester Institute of Technology,Rochester,NY,13085.0,69250.0
University of Rochester,Rochester,NY,6417.0,75226.0
The Rockefeller University,New York,NY,,
Rockland Community College,Suffern,NY,4223.0,45328.0
Empire Beauty School-Manhattan,New York,NY,307.0,23754.0
Russell Sage College,Troy,NY,1192.0,56762.0
St Bernard's School of Theology and Ministry,Rochester,NY,,
St Bonaventure University,Saint Bonaventure,NY,1742.0,58527.0
St. Francis College,Brooklyn,NY,2364.0,57888.0
St. Joseph's College of Nursing,Syracuse,NY,387.0,70640.0
St Lawrence University,Canton,NY,2227.0,68520.0
The College of Saint Rose,Albany,NY,1778.0,53474.0
St. Thomas Aquinas College,Sparkill,NY,1051.0,60394.0
Samaritan Hospital School of Nursing,Troy,NY,144.0,64263.0
Sarah Lawrence College,Bronxville,NY,1499.0,47659.0
Schenectady County Community College,Schenectady,NY,1569.0,37653.0
Sh'or Yoshuv Rabbinical College,Lawrence,NY,200.0,
Siena College,Loudonville,NY,3454.0,71883.0
Skidmore College,Saratoga Springs,NY,2676.0,68541.0
St. Joseph's University-New York,Brooklyn,NY,3753.0,60260.0
Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,,
Saint Elizabeth College of Nursing,Utica,NY,137.0,71743.0
St. John Fisher University,Rochester,NY,2586.0,58703.0
St Paul's School of Nursing-Staten Island,Staten Island,NY,710.0,98433.0
St. John's University-New York,Queens,NY,10058.0,68177.0
Sullivan County Community College,Loch Sheldrake,NY,833.0,38884.0
SUNY College of Technology at Alfred,Alfred,NY,3400.0,50342.0
SUNY College of Technology at Canton,Canton,NY,2778.0,42326.0
SUNY College of Technology at Delhi,Delhi,NY,2486.0,46364.0
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,1806.0,42620.0
Farmingdale State College,Farmingdale,NY,8918.0,64404.0
SUNY Morrisville,Morrisville,NY,1939.0,41679.0
SUNY at Albany,Albany,NY,12556.0,63760.0
Binghamton University,Vestal,NY,14303.0,77436.0
University at Buffalo,Buffalo,NY,21303.0,65856.0
Stony Brook University,Stony Brook,NY,17900.0,70686.0
SUNY College of Environmental Science and Forestry,Syracuse,NY,1576.0,53274.0
SUNY Polytechnic Institute,Utica,NY,1924.0,62275.0
SUNY Brockport,Brockport,NY,5668.0,51733.0
SUNY Buffalo State University,Buffalo,NY,6024.0,47728.0
SUNY Cortland,Cortland,NY,5974.0,57352.0
SUNY at Fredonia,Fredonia,NY,3540.0,48236.0
SUNY College at Geneseo,Geneseo,NY,4450.0,60136.0
State University of New York at New Paltz,New Paltz,NY,6142.0,54978.0
SUNY Oneonta,Oneonta,NY,5374.0,53975.0
State University of New York at Oswego,Oswego,NY,6095.0,52421.0
SUNY College at Potsdam,Potsdam,NY,2346.0,48940.0
SUNY at Purchase College,Purchase,NY,3369.0,44940.0
SUNY College of Optometry,New York,NY,,
SUNY College at Old Westbury,Old Westbury,NY,3936.0,56415.0
SUNY College at Plattsburgh,Plattsburgh,NY,4286.0,52309.0
SUNY Downstate Health Sciences University,Brooklyn,NY,193.0,112739.0
Empire State University,Saratoga Springs,NY,7289.0,49205.0
SUNY Maritime College,Throggs Neck,NY,1399.0,87534.0
Upstate Medical University,Syracuse,NY,191.0,86134.0
Swedish Institute a College of Health Sciences,New York,NY,900.0,29533.0
Syracuse University,Syracuse,NY,14515.0,74446.0
Talmudical Seminary Oholei Torah,Brooklyn,NY,393.0,28026.0
Talmudical Institute of Upstate New York,Rochester,NY,14.0,
Teachers College at Columbia University,New York,NY,,
Tompkins Cortland Community College,Dryden,NY,1365.0,39016.0
Torah Temimah Talmudical Seminary,Staten Island,NY,39.0,
Touro University,New York,NY,4329.0,47806.0
Trocaire College,Buffalo,NY,1048.0,48014.0
Excelsior University,Albany,NY,15260.0,71116.0
Ulster County Community College,Stone Ridge,NY,1340.0,39695.0
Union College,Schenectady,NY,2072.0,74739.0
Union Theological Seminary in the City of New York,New York,NY,,
United Talmudical Seminary,Brooklyn,NY,1985.0,24085.0
United States Merchant Marine Academy,Kings Point,NY,1006.0,83499.0
United States Military Academy,West  Point,NY,4594.0,
Utica University,Utica,NY,2810.0,56291.0
Vassar College,Poughkeepsie,NY,2500.0,64639.0
Villa Maria College,Buffalo,NY,448.0,35285.0
School of Visual Arts,New York,NY,3521.0,49515.0
Wagner College,Staten Island,NY,1562.0,70488.0
Webb Institute,Glen Cove,NY,105.0,
Wells College,Aurora,NY,341.0,48069.0
The College of Westchester,White Plains,NY,750.0,38174.0
SUNY Westchester Community College,Valhalla,NY,7917.0,44163.0
Westchester School of Beauty Culture,Mount Vernon,NY,65.0,16731.0
Word of Life Bible Institute,Pottersville,NY,461.0,37879.0
Yeshiva Karlin Stolin,Brooklyn,NY,129.0,
Yeshiva Derech Chaim,Brooklyn,NY,109.0,
Yeshiva of Nitra Rabbinical College,Chester,NY,176.0,30051.0
Yeshivath Shaar Hatorah,Kew Gardens,NY,68.0,
Yeshiva University,New York,NY,2583.0,67963.0
Yeshivath Viznitz,Monsey,NY,744.0,22551.0
Yeshivath Zichron Moshe,South Fallsburg,NY,174.0,
College of the Albemarle,Elizabeth City,NC,1722.0,27720.0
South Piedmont Community College,Polkton,NC,1497.0,31104.0
Appalachian State University,Boone,NC,18486.0,48352.0
Asheville-Buncombe Technical Community College,Asheville,NC,4111.0,34535.0
Barton College,Wilson,NC,1045.0,46112.0
Beaufort County Community College,Washington,NC,1401.0,30576.0
Belmont Abbey College,Belmont,NC,1426.0,46832.0
Bennett College,Greensboro,NC,207.0,36515.0
Bladen Community College,Dublin,NC,908.0,27813.0
Blue Ridge Community College,Flat Rock,NC,1830.0,31390.0
Brevard College,Brevard,NC,769.0,39714.0
Brunswick Community College,Bolivia,NC,1074.0,31407.0
Cabarrus College of Health Sciences,Concord,NC,438.0,59915.0
Caldwell Community College and Technical Institute,Hudson,NC,2195.0,33290.0
Campbell University,Buies Creek,NC,3313.0,51142.0
Cape Fear Community College,Wilmington,NC,8904.0,35409.0
Carteret Community College,Morehead City,NC,1202.0,29976.0
Catawba College,Salisbury,NC,1132.0,43706.0
Catawba Valley Community College,Hickory,NC,3030.0,33573.0
Central Carolina Community College,Sanford,NC,3014.0,28894.0
Central Piedmont Community College,Charlotte,NC,13449.0,33193.0
Chowan University,Murfreesboro,NC,920.0,36791.0
Cleveland Community College,Shelby,NC,1536.0,30465.0
Coastal Carolina Community College,Jacksonville,NC,2796.0,31867.0
Craven Community College,New Bern,NC,2049.0,32571.0
Davidson-Davie Community College,Thomasville,NC,2459.0,32410.0
Davidson College,Davidson,NC,1970.0,77379.0
Duke University,Durham,NC,6815.0,97418.0
Durham Technical Community College,Durham,NC,3276.0,32391.0
East Carolina University,Greenville,NC,21231.0,50819.0
Edgecombe Community College,Tarboro,NC,1391.0,27985.0
Elizabeth City State University,Elizabeth City,NC,1807.0,37070.0
Elon University,Elon,NC,6302.0,66617.0
Fayetteville Technical Community College,Fayetteville,NC,8332.0,30503.0
Fayetteville State University,Fayetteville,NC,4986.0,37600.0
Forsyth Technical Community College,Winston-Salem,NC,6465.0,32361.0
Gardner-Webb University,Boiling Springs,NC,1980.0,45181.0
Gaston College,Dallas,NC,3474.0,32949.0
Greensboro College,Greensboro,NC,608.0,43023.0
Guilford College,Greensboro,NC,1025.0,43545.0
Guilford Technical Community College,Jamestown,NC,8280.0,32481.0
Halifax Community College,Weldon,NC,498.0,30187.0
Haywood Community College,Clyde,NC,824.0,29213.0
Heritage Bible College,Dunn,NC,30.0,36665.0
High Point University,High Point,NC,4871.0,54945.0
Isothermal Community College,Spindale,NC,1115.0,31875.0
James Sprunt Community College,Kenansville,NC,1027.0,29925.0
Johnson C Smith University,Charlotte,NC,1122.0,39488.0
Johnston Community College,Smithfield,NC,2682.0,35343.0
Lees-McRae College,Banner Elk,NC,869.0,41587.0
Lenoir Community College,Kinston,NC,1454.0,30926.0
Lenoir-Rhyne University,Hickory,NC,1458.0,45633.0
Leons Beauty School Inc,Greensboro,NC,135.0,24403.0
Livingstone College,Salisbury,NC,890.0,32344.0
Louisburg College,Louisburg,NC,501.0,33794.0
Mars Hill University,Mars Hill,NC,1018.0,42599.0
Martin Community College,Williamston,NC,380.0,26229.0
Mayland Community College,Spruce Pine,NC,433.0,34068.0
McDowell Technical Community College,Marion,NC,431.0,33995.0
Meredith College,Raleigh,NC,1411.0,45455.0
Methodist University,Fayetteville,NC,1512.0,45408.0
Miller-Motte College-Wilmington,Wilmington,NC,1860.0,28836.0
Mitchell Community College,Statesville,NC,1847.0,30025.0
Mitchells Academy,Wilson,NC,32.0,25681.0
Montgomery Community College,Troy,NC,676.0,34429.0
Montreat College,Montreat,NC,851.0,42441.0
University of Mount Olive,Mount Olive,NC,1891.0,44973.0
College of Wilmington,Wilmington,NC,175.0,19500.0
Nash Community College,Rocky Mount,NC,1750.0,34180.0
North Carolina A & T State University,Greensboro,NC,11327.0,44390.0
University of North Carolina at Asheville,Asheville,NC,3084.0,44906.0
University of North Carolina at Chapel Hill,Chapel Hill,NC,19722.0,67765.0
